Id,Nutrients,Nutrients_count,Foods,Foods_count,Keep
2193097.pdf,"['protein', 'ash', 'fat']",3,"['gram', 'pears', 'calf', 'rabbit']",4,Yes
2225293.pdf,[],0,[],0,No
2230652.pdf,"['protein', 'ash']",2,"['oil', 'meat']",2,Yes
2335037.pdf,"['protein', 'ash']",2,"['dal', 'pears']",2,Yes
2338244.pdf,[],0,['corn'],1,No
2509519.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'dates', 'gram', 'radish', 'pears', 'goat', 'sheep', 'calf', 'rabbit']",10,Yes
2541985.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['butter', 'oil', 'rice', 'wheat', 'bean', 'corn', 'sugar', 'coconut', 'palm oil']",9,Yes
2558052.pdf,"['protein', 'ash', 'fat']",3,"['bean', 'gram', 'corn', 'pears', 'calf', 'rabbit', 'salmon']",7,Yes
2568585.pdf,"['protein', 'ash']",2,"['dal', 'gram', 'pears', 'calf']",4,Yes
2691005.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['orange', 'corn', 'meat', 'fish', 'milk', 'apples', 'banana', 'milk', 'cheese']",9,Yes
2819020.pdf,"['protein', 'fat', 'energy']",3,"['dal', 'corn', 'potatoes', 'meat', 'fish', 'moth', 'milk', 'potato', 'milk']",9,Yes
2819025.pdf,"['protein', 'ash', 'energy']",3,"['dal', 'ragi', 'soya', 'pears']",4,Yes
2981986.pdf,[],0,"['mace', 'dal', 'ragi', 'gram', 'sheep']",5,No
3021407.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['butter', 'oil', 'rice', 'wheat', 'gram', 'corn', 'pears', 'meat', 'sugar', 'coconut', 'lime', 'tuna']",12,Yes
3105915.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'ragi', 'gram', 'meat', 'rabbit']",6,Yes
31277.pdf,"['ash', 'fat']",2,"['oil', 'barley', 'corn', 'sorghum', 'pears', 'tomato', 'fish', 'onion', 'lime']",9,Yes
3290255.pdf,"['protein', 'ash', 'energy']",3,"['dal', 'chilli', 'gram', 'calf', 'rabbit']",5,Yes
3335633.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'sheep']",3,Yes
3411708.pdf,"['protein', 'fat']",2,"['beans', 'bean', 'corn', 'moth', 'milk', 'milk']",6,Yes
3584474.pdf,"['protein', 'ash']",2,"['dal', 'rice', 'gram', 'sugar']",4,Yes
363409.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'orange', 'dal', 'ragi', 'egg', 'rice', 'gram', 'lamb', 'pears', 'tomato', 'fish', 'moth', 'milk', 'milk', 'seafood', 'sheep', 'rabbit', 'tuna']",18,Yes
3689748.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'pears', 'sugar', 'sheep']",5,Yes
3797108.pdf,"['protein', 'fat', 'energy']",3,"['egg', 'lamb', 'pears', 'moth', 'sheep', 'calf', 'rabbit']",7,Yes
3805998.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dal', 'ragi', 'rice', 'dates', 'cucumber']",5,Yes
400135.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'orange', 'ragi', 'egg', 'gram', 'pears', 'potatoes', 'meat', 'fish', 'moth', 'milk', 'potato', 'milk', 'cheese', 'sugar']",15,Yes
4043553.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['oil', 'dal', 'egg', 'gram', 'pears', 'moth', 'rabbit']",7,Yes
4048157.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['mace', 'dal', 'ragi', 'sugar']",4,Yes
4061854.pdf,['ash'],1,"['chicken', 'oil', 'flour', 'rice', 'meat', 'tomato', 'seeds']",7,Yes
4063320.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['butter', 'dal', 'egg', 'maize', 'gram', 'pears', 'meat', 'moth', 'milk', 'milk', 'cheese']",11,Yes
4063325.pdf,"['protein', 'ash', 'fat', 'dietary fibre', 'carbohydrate', 'energy']",6,"['oil', 'flour', 'milk', 'milk', 'sugar', 'tuna']",6,Yes
4231917.pdf,"['protein', 'fat']",2,"['orange', 'bean', 'gram', 'lime']",4,Yes
4287365.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'gram', 'seeds', 'melon', 'sugar', 'calf']",6,Yes
4316466.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'pears', 'rabbit', 'tuna']",4,Yes
4323483.pdf,"['protein', 'ash', 'fat']",3,['egg'],1,Yes
4325312.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'gram', 'pears', 'moth', 'tuna']",5,Yes
4364645.pdf,"['protein', 'fat']",2,['rabbit'],1,Yes
4421552.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['egg', 'rice', 'pears', 'meat', 'fish', 'moth', 'tuna']",7,Yes
4470936.pdf,"['protein', 'ash']",2,['oil'],1,Yes
4479501.pdf,['energy'],1,"['butter', 'chicken', 'flour', 'peas', 'gram', 'potatoes', 'meat', 'milk', 'potato', 'milk', 'sugar', 'beef', 'tuna']",13,Yes
4569411.pdf,"['protein', 'ash']",2,"['corn', 'pears', 'moth']",3,Yes
4586575.pdf,"['protein', 'fat', 'carbohydrate']",3,"['chicken', 'oil', 'egg', 'corn', 'pears', 'meat', 'fish', 'sugar', 'lime', 'beef', 'pork', 'sardine']",12,Yes
4598410.pdf,"['fat', 'carbohydrate', 'energy']",3,"['egg', 'pears', 'lime', 'rabbit', 'tuna']",5,Yes
4609328.pdf,"['protein', 'fat']",2,"['pears', 'moth', 'milk', 'milk', 'goat', 'sheep', 'tuna']",7,Yes
4648537.pdf,"['ash', 'fat']",2,"['oil', 'dal', 'rice', 'corn', 'milk', 'milk', 'sugar']",7,Yes
4718968.pdf,['protein'],1,"['gram', 'pears', 'figs']",3,Yes
4732944.pdf,"['ash', 'energy']",2,"['dal', 'tomato', 'figs']",3,Yes
4831135.pdf,"['protein', 'ash']",2,['pears'],1,Yes
4880410.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dal', 'gram', 'pears', 'chana', 'sugar']",5,Yes
4931811.pdf,[],0,[],0,No
510231.pdf,"['protein', 'ash', 'fat']",3,"['butter', 'oil', 'dal', 'ragi', 'lamb', 'corn', 'tomato', 'fish', 'sunflower', 'milk', 'milk', 'lime', 'sunflower oil', 'rabbit', 'tuna']",15,Yes
5144648.pdf,['ash'],1,"['pears', 'moth', 'milk', 'milk']",4,Yes
5414070.pdf,[],0,['gram'],1,No
5418361.pdf,['ash'],1,['flour'],1,Yes
5443472.pdf,['protein'],1,"['ragi', 'gram', 'moth', 'sugar', 'tuna']",5,Yes
5569437.pdf,['protein'],1,"['dal', 'lime']",2,Yes
5648828.pdf,[],0,[],0,No
5755260.pdf,"['protein', 'fat', 'carbohydrate']",3,"['chicken', 'oil', 'egg', 'lamb', 'fish', 'moth', 'milk', 'milk', 'goat', 'sheep', 'rabbit', 'salmon']",12,Yes
5761869.pdf,[],0,[],0,No
5786277.pdf,"['protein', 'ash', 'fat']",3,"['pears', 'moth']",2,Yes
590843.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'orange', 'dal', 'gram']",4,Yes
5922287.pdf,[],0,[],0,No
5923629.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['dal', 'lettuce', 'egg', 'pears', 'meat', 'tomato', 'moth', 'milk', 'potato', 'milk', 'cheese', 'tuna']",12,Yes
5965530.pdf,[],0,"['beans', 'dates', 'bean', 'meat']",4,No
6026499.pdf,"['protein', 'fat']",2,"['dal', 'chilli', 'pears', 'milk', 'milk', 'tuna']",6,Yes
6051430.pdf,['protein'],1,"['chilli', 'gram', 'milk', 'milk', 'tuna']",5,Yes
6250773.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['wheat', 'tuna']",2,Yes
6315050.pdf,"['protein', 'ash', 'fat', 'dietary fibre', 'carbohydrate', 'energy']",6,"['butter', 'chicken', 'oil', 'flour', 'wheat', 'maize', 'potatoes', 'potato', 'sugar']",9,Yes
6317011.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['flour', 'pears', 'sugar']",3,Yes
6483513.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dal', 'egg', 'pears', 'moth', 'milk', 'milk', 'sugar', 'rabbit']",8,Yes
6498144.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['butter', 'ghee', 'chicken', 'oil', 'egg', 'rice', 'gram', 'meat', 'fish', 'moth', 'milk', 'milk']",12,Yes
6620724.pdf,[],0,[],0,No
6646903.pdf,"['protein', 'ash', 'fat']",3,"['urad', 'dal', 'egg', 'moth', 'milk', 'milk']",6,Yes
6743638.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['butter', 'beans', 'peas', 'dal', 'egg', 'bean', 'maize', 'gram', 'pears', 'meat', 'moth', 'milk', 'milk', 'seafood', 'peanut', 'cheese', 'peanut']",17,Yes
6860621.pdf,[],0,"['lemon', 'butter', 'oil', 'cauliflower', 'beans', 'orange', 'lentils', 'peach', 'rice', 'wheat', 'bean', 'maize', 'pumpkin', 'spinach', 'potatoes', 'meat', 'tomato', 'cabbage', 'beetroot', 'apples', 'potato', 'peach', 'melon', 'carrot', 'sugar', 'cauliflower']",26,No
701359.pdf,[],0,[],0,No
7019257.pdf,['ash'],1,"['meat', 'sheep']",2,Yes
7023594.pdf,"['protein', 'ash', 'fat', 'dietary fibre', 'carbohydrate', 'energy']",6,"['butter', 'flour', 'dal', 'rice', 'gram', 'spinach', 'brussels', 'meat', 'milk', 'milk', 'sugar']",11,Yes
7023933.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['chicken', 'oil', 'dal', 'wheat', 'soya', 'spinach', 'squid', 'meat', 'milk', 'milk', 'sheep', 'beef', 'calf', 'rabbit']",14,Yes
7058078.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['corn', 'pears', 'moth', 'milk', 'milk']",5,Yes
7119119.pdf,['protein'],1,"['dal', 'gram']",2,Yes
71221.pdf,"['protein', 'ash', 'carbohydrate', 'energy']",4,"['oil', 'dal', 'pears', 'fish', 'pepper', 'sugar', 'sheep', 'rabbit']",8,Yes
712330.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'orange', 'dal', 'rice', 'lamb', 'pears', 'fish', 'octopus']",8,Yes
7194876.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'gram', 'pears', 'sugar', 'beef', 'calf']",6,Yes
720305.pdf,"['protein', 'fat', 'carbohydrate']",3,"['rabbit', 'tuna']",2,Yes
7262623.pdf,['fat'],1,"['oil', 'ragi', 'chilli', 'pears']",4,Yes
7317345.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'oil', 'dal', 'ragi', 'egg', 'fish', 'salmon']",7,Yes
7320073.pdf,"['protein', 'carbohydrate', 'energy']",3,[],0,No
7349552.pdf,['energy'],1,[],0,No
7355783.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'pears', 'figs', 'moth']",4,Yes
7472462.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['dal', 'ragi', 'pears', 'moth', 'rabbit']",5,Yes
7490280.pdf,[],0,[],0,No
7525832.pdf,"['protein', 'ash']",2,"['oil', 'gram', 'tilapia']",3,Yes
7544846.pdf,[],0,[],0,No
7591850.pdf,[],0,[],0,No
7705293.pdf,"['protein', 'ash', 'fat', 'energy']",4,['ragi'],1,Yes
7774807.pdf,[],0,['corn'],1,No
7799518.pdf,[],0,[],0,No
781678.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dal', 'egg', 'rice', 'corn', 'meat', 'milk', 'milk']",7,Yes
7838147.pdf,"['protein', 'fat', 'carbohydrate']",3,"['chicken', 'oil', 'gram', 'fish']",4,Yes
7853746.pdf,[],0,[],0,No
7882942.pdf,['energy'],1,['gram'],1,Yes
7882958.pdf,['energy'],1,['orange'],1,Yes
7913712.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'pears']",3,Yes
7943750.pdf,"['protein', 'ash', 'fat']",3,"['mint', 'mace', 'gram', 'mint', 'sugar']",5,Yes
7958846.pdf,['protein'],1,"['gram', 'corn']",2,Yes
7958914.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'mace', 'gram', 'corn', 'pears', 'calf', 'rabbit']",7,Yes
8101867.pdf,['ash'],1,"['mace', 'dal', 'gram', 'squid', 'pears', 'lobster']",6,Yes
8106553.pdf,[],0,[],0,No
8163940.pdf,[],0,[],0,No
8253379.pdf,[],0,['corn'],1,No
8253387.pdf,['protein'],1,['corn'],1,Yes
8270633.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'pears', 'meat', 'calf', 'rabbit', 'tuna']",6,Yes
8312243.pdf,"['protein', 'ash']",2,"['chicken', 'oil', 'dal', 'wheat', 'soya', 'bean', 'maize', 'pears', 'fish', 'milk', 'milk', 'peanut', 'sugar', 'peanut']",14,Yes
8336753.pdf,[],0,[],0,No
8338926.pdf,[],0,['dal'],1,No
8354166.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'gram', 'pears', 'moth', 'milk', 'milk']",6,Yes
8356264.pdf,"['protein', 'ash', 'energy']",3,"['mace', 'dal', 'dates', 'gram', 'corn', 'moth', 'calf']",7,Yes
8372976.pdf,[],0,"['rice', 'gram', 'pears']",3,No
8396508.pdf,"['protein', 'ash', 'energy']",3,"['mace', 'dal', 'radish', 'milk', 'milk', 'rabbit']",6,Yes
8417383.pdf,[],0,[],0,No
8490006.pdf,['ash'],1,"['butter', 'oil', 'flour', 'dal', 'egg', 'rice', 'wheat', 'gram', 'potatoes', 'meat', 'onion', 'milk', 'potato', 'milk', 'pepper', 'cheese', 'sugar', 'beef', 'rabbit']",19,Yes
8504933.pdf,[],0,['corn'],1,No
8524893.pdf,"['protein', 'ash']",2,"['oil', 'flour', 'dal', 'rice', 'wheat', 'corn', 'meat', 'milk', 'milk', 'cheese']",10,Yes
8529799.pdf,['protein'],1,"['gram', 'sheep']",2,Yes
8549473.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'flour', 'mace', 'gram', 'corn', 'fish', 'milk', 'milk', 'tuna']",9,Yes
8557193.pdf,[],0,['corn'],1,No
8558317.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['dal', 'egg']",2,Yes
8566860.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['flour', 'dal', 'rice', 'bean', 'milk', 'milk', 'sugar', 'salmon']",8,Yes
8599333.pdf,"['protein', 'fat', 'energy']",3,"['gram', 'lamb', 'corn', 'pears', 'moth', 'milk', 'milk', 'sugar', 'tuna']",9,Yes
8614413.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'gram', 'radish', 'lime', 'calf', 'rabbit']",7,Yes
8615367.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'flour', 'dal', 'wheat', 'gram', 'corn', 'pears', 'meat', 'fish', 'seeds', 'milk', 'milk', 'lime', 'sheep']",14,Yes
8621773.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'pears', 'rabbit']",3,Yes
8647948.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dal', 'gram', 'pears', 'milk', 'milk', 'rabbit']",6,Yes
8662138.pdf,"['protein', 'fat', 'carbohydrate']",3,"['oil', 'mace', 'dal', 'lettuce', 'ragi', 'egg', 'rice', 'wheat', 'gram', 'spinach', 'meat', 'banana', 'seafood', 'sugar', 'lime', 'rabbit']",16,Yes
8664294.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'rabbit']",3,Yes
8703926.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['gram', 'pears']",2,Yes
8707094.pdf,"['protein', 'ash', 'fat', 'dietary fibre']",4,"['oil', 'beans', 'dal', 'chilli', 'wheat', 'bean', 'gram', 'meat', 'tomato', 'millet', 'sesame', 'seeds', 'coriander', 'pepper', 'peanut', 'sugar', 'peanut']",17,Yes
8738799.pdf,['protein'],1,['rabbit'],1,Yes
8774235.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['flour', 'dal', 'gram', 'meat']",4,Yes
8785180.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'maize', 'gram', 'pears', 'coconut']",5,Yes
8794872.pdf,[],0,[],0,No
8808119.pdf,['ash'],1,"['oil', 'dal', 'corn', 'pears', 'pepper', 'goat', 'rabbit']",7,Yes
8811790.pdf,"['ash', 'energy']",2,"['gram', 'meat']",2,Yes
8835393.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'pears', 'calf', 'salmon']",4,Yes
8840308.pdf,['ash'],1,"['gram', 'pears', 'tuna']",3,Yes
88737.pdf,"['protein', 'energy']",2,"['flour', 'beans', 'peas', 'dal', 'wheat', 'soya', 'bean', 'gram', 'spinach', 'potatoes', 'meat', 'seeds', 'cabbage', 'beetroot', 'potato', 'peanut', 'carrot', 'peanut', 'rabbit']",19,Yes
8895492.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['oil', 'gram', 'meat', 'fish', 'beef', 'sardine']",6,Yes
8899376.pdf,['ash'],1,"['dates', 'gram', 'pears']",3,Yes
8908847.pdf,[],0,[],0,No
8930545.pdf,"['protein', 'ash', 'energy']",3,"['dal', 'gram', 'pears', 'moth']",4,Yes
8938499.pdf,"['protein', 'fat', 'dietary fibre', 'carbohydrate', 'energy']",5,"['butter', 'oil', 'orange', 'meat', 'fish', 'milk', 'milk', 'cheese']",8,Yes
8942430.pdf,"['ash', 'fat', 'energy']",3,"['dal', 'ragi', 'wheat', 'gram', 'pears', 'meat']",6,Yes
8988944.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'egg', 'gram', 'meat', 'fish', 'milk', 'milk']",7,Yes
9004192.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mace', 'dal', 'soya', 'meat', 'rabbit']",6,Yes
9014651.pdf,"['protein', 'ash', 'energy']",3,"['mace', 'rice', 'gram', 'radish', 'pears', 'moth', 'milk', 'milk', 'rabbit']",9,Yes
9022566.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['butter', 'chicken', 'oil', 'gram', 'lamb', 'pears', 'meat', 'fish', 'milk', 'milk', 'beef', 'tuna']",12,Yes
9094872.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'flour', 'beans', 'rice', 'wheat', 'bean', 'corn', 'pears', 'milk', 'milk', 'lime', 'tuna']",12,Yes
9094873.pdf,"['protein', 'ash', 'fat']",3,"['rice', 'gram', 'moth', 'milk', 'milk']",5,Yes
9094881.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['chicken', 'orange', 'dal', 'lettuce', 'rice', 'bean', 'pears', 'meat', 'tomato', 'cucumber', 'strawberry', 'lime', 'beef']",13,Yes
9111760.pdf,[],0,[],0,No
9112132.pdf,[],0,[],0,No
9132018.pdf,['protein'],1,"['gram', 'radish', 'pears', 'peanut', 'peanut']",5,Yes
9134767.pdf,"['ash', 'fat']",2,"['oil', 'dal', 'gram']",3,Yes
9136871.pdf,"['protein', 'ash']",2,"['oil', 'radish', 'peanut', 'peanut']",4,Yes
9138148.pdf,['fat'],1,"['egg', 'gram']",2,Yes
9164268.pdf,[],0,[],0,No
9174478.pdf,"['protein', 'energy']",2,"['flour', 'ragi', 'wheat', 'gram', 'meat', 'fish', 'milk', 'milk', 'seafood', 'beef', 'pork']",11,Yes
9174481.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['rice', 'wheat']",2,Yes
9174508.pdf,"['ash', 'fat', 'energy']",3,"['butter', 'chicken', 'beans', 'lentils', 'egg', 'rice', 'bean', 'gram', 'potatoes', 'meat', 'fish', 'moth', 'sunflower', 'milk', 'potato', 'milk', 'cheese', 'sugar', 'beef', 'salmon']",20,Yes
9197927.pdf,[],0,[],0,No
9198278.pdf,[],0,[],0,No
9202388.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'mace', 'gram', 'yolk', 'calf']",5,Yes
9204884.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['dal', 'rice', 'bean', 'pears', 'milk', 'milk', 'sugar', 'goat', 'rabbit']",9,Yes
9237938.pdf,[],0,[],0,No
9237956.pdf,[],0,[],0,No
9237957.pdf,[],0,[],0,No
9237959.pdf,[],0,[],0,No
9237961.pdf,[],0,[],0,No
9237966.pdf,[],0,[],0,No
9241771.pdf,[],0,[],0,No
9246844.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['ragi', 'egg', 'pears', 'meat', 'fish', 'sugar']",6,Yes
9249688.pdf,"['protein', 'fat']",2,"['mint', 'mace', 'dal', 'gram', 'corn', 'mint', 'fish', 'lime', 'sheep']",9,Yes
9250120.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'garlic', 'egg', 'pears', 'onion', 'calf']",6,Yes
9258466.pdf,[],0,[],0,No
9258467.pdf,[],0,[],0,No
9272489.pdf,['ash'],1,"['dal', 'gram', 'tuna']",3,Yes
9279059.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['chicken', 'flour', 'beans', 'egg', 'rice', 'wheat', 'bean', 'maize', 'gram', 'corn', 'meat', 'fish', 'milk', 'milk', 'cheese', 'beef', 'rabbit']",17,Yes
9282256.pdf,[],0,[],0,No
9287415.pdf,"['protein', 'ash']",2,"['mace', 'rice', 'pears']",3,Yes
9292775.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'egg', 'soya', 'bean', 'maize', 'meat', 'fish', 'seeds', 'yolk', 'seafood', 'soyabean', 'tuna']",12,Yes
9329978.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'gram', 'radish', 'pears', 'rabbit']",5,Yes
933310.pdf,"['ash', 'fat']",2,"['oil', 'egg', 'gram', 'milk', 'milk', 'tuna']",6,Yes
9339174.pdf,[],0,[],0,No
9348319.pdf,['ash'],1,"['dal', 'egg', 'pears', 'goat']",4,Yes
9349845.pdf,[],0,[],0,No
9351345.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['mint', 'urad', 'dal', 'mint', 'pears', 'rabbit']",6,Yes
9364402.pdf,"['ash', 'fat']",2,"['butter', 'mace', 'rice', 'gram', 'corn', 'pears', 'meat', 'rabbit']",8,Yes
9391962.pdf,"['protein', 'fat']",2,"['oil', 'ragi']",2,Yes
9398256.pdf,"['protein', 'ash']",2,"['pears', 'moth']",2,Yes
9401937.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'meat', 'rabbit']",4,Yes
9405579.pdf,[],0,[],0,No
9407026.pdf,"['protein', 'ash']",2,"['wheat', 'gram', 'corn', 'pears', 'moth']",5,Yes
9409240.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mace', 'chilli', 'pears', 'chana', 'goat', 'rabbit']",7,Yes
9415303.pdf,"['protein', 'ash']",2,"['mace', 'dal', 'dates', 'gram', 'pears', 'calf', 'rabbit', 'tuna']",8,Yes
9446840.pdf,[],0,[],0,No
9453114.pdf,[],0,[],0,No
9497188.pdf,"['protein', 'ash', 'fat', 'dietary fibre', 'carbohydrate', 'energy']",6,"['orange', 'bean', 'meat', 'milk', 'milk']",5,Yes
9501516.pdf,[],0,[],0,No
9504407.pdf,"['protein', 'ash', 'fat']",3,"['flour', 'mace', 'meat', 'beef', 'calf']",5,Yes
9504935.pdf,"['ash', 'fat']",2,"['egg', 'gram', 'pears', 'moth']",4,Yes
9505800.pdf,"['protein', 'fat']",2,"['beans', 'rice', 'soya', 'bean', 'meat', 'milk', 'milk', 'beef']",8,Yes
9522047.pdf,[],0,[],0,No
9522060.pdf,[],0,[],0,No
9523457.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'pears']",2,Yes
9538248.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'oil', 'mace', 'dal', 'rice', 'dates', 'gram', 'coconut', 'calf']",9,Yes
9539014.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'garlic', 'dal', 'egg', 'rice', 'gram', 'lamb', 'pears', 'fish', 'moth', 'milk', 'crab', 'milk', 'pork', 'rabbit', 'tuna']",16,Yes
9551923.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'radish', 'pears', 'goat', 'rabbit']",6,Yes
9555668.pdf,"['protein', 'ash', 'carbohydrate']",3,"['orange', 'dal', 'calf']",3,Yes
9558093.pdf,"['protein', 'ash']",2,"['chicken', 'gram', 'lamb', 'pears', 'fish', 'calf', 'rabbit']",7,Yes
9564178.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'flour', 'beans', 'peas', 'dal', 'lettuce', 'egg', 'bean', 'gram', 'corn', 'pears', 'potatoes', 'meat', 'tomato', 'fish', 'seeds', 'moth', 'milk', 'apples', 'potato', 'chana', 'banana', 'milk', 'melon', 'cheese', 'sugar', 'beef', 'pork']",28,Yes
9577303.pdf,"['protein', 'fat']",2,"['milk', 'milk']",2,Yes
9583844.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['butter', 'oil', 'beans', 'wheat', 'bean', 'milk', 'potato', 'milk', 'sugar']",9,Yes
9584501.pdf,"['protein', 'ash', 'energy']",3,"['egg', 'gram', 'pears', 'milk', 'milk']",5,Yes
9584506.pdf,"['protein', 'ash', 'energy']",3,"['dates', 'gram', 'pears']",3,Yes
9601938.pdf,[],0,[],0,No
9619560.pdf,"['ash', 'fat', 'carbohydrate', 'energy']",4,"['oil', 'egg', 'pears', 'sheep']",4,Yes
9623555.pdf,['protein'],1,"['gram', 'tuna']",2,Yes
9625100.pdf,"['protein', 'ash']",2,"['gram', 'pears', 'milk', 'milk']",4,Yes
9628899.pdf,"['protein', 'fat']",2,"['chicken', 'gram', 'goat', 'calf', 'rabbit']",5,Yes
9630233.pdf,[],0,[],0,No
9630430.pdf,[],0,[],0,No
9645795.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['gram', 'milk', 'milk']",3,Yes
9649605.pdf,[],0,[],0,No
9665089.pdf,[],0,"['dal', 'milk', 'milk']",3,No
9665102.pdf,"['protein', 'ash', 'energy']",3,"['chicken', 'orange', 'rice', 'wheat', 'bean', 'pears', 'milk', 'milk', 'cheese', 'sugar', 'beef']",11,Yes
9671534.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['oil', 'egg', 'rabbit']",3,Yes
9691096.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mint', 'dal', 'egg', 'mint', 'moth', 'sheep', 'rabbit', 'salmon']",9,Yes
9701165.pdf,"['moisture', 'protein', 'ash', 'fat', 'energy']",5,"['chicken', 'oil', 'flour', 'beans', 'peas', 'dal', 'rice', 'wheat', 'soya', 'bean', 'maize', 'pumpkin', 'gram', 'corn', 'sorghum', 'pears', 'meat', 'fish', 'sesame', 'seeds', 'cowpea', 'goat']",22,Yes
9701593.pdf,"['protein', 'ash', 'fat']",3,"['barley', 'dal', 'rice', 'bean', 'gram', 'pears', 'tomato', 'seeds', 'sunflower', 'potato', 'cucumber']",11,Yes
9708518.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mace', 'dal', 'gram', 'goat']",5,Yes
9717419.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'dal', 'rice', 'gram', 'pears', 'milk', 'milk', 'sugar', 'lime']",9,Yes
9731677.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'gram', 'meat', 'moth', 'lime']",6,Yes
9737551.pdf,[],0,[],0,No
9741833.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'mace', 'gram', 'pears', 'milk', 'milk', 'calf', 'rabbit']",8,Yes
