Id,Text,Nutrients,Foods,Enhance,Inhibit,Label
11925486.pdf," They can considerably reduce the absorption in bothnative food iron and fortication iron by forming unabsorbablecomplexes in the gastrointestinal tract Phytic acid is presentin cereal and legume based foods, which are often vehicles foriron fortication; phenolic compounds occur in sorghum butalso chocolate-based products, and milk products contain cal-cium Phytic acid and phenolics are the most potent inhibi-tors, and iron absorption from some foods may be unacceptablylow unless the inhibitors of absorption are effectively over-come There are three common strategies to counteract inhib-itors of iron absorption These are the addition of ascorbic acidor sodium EDTA, together with the iron compound; theaddition of fortication iron in a form that is protected fromcombining with dietary inhibitors ; or the degradation or removal of phyticacid",,"sorghum, milk",,inhibit,1
11925486.pdf,"Traditional food processes, such as soaking and germination,can also substantially degrade phytic acid  although anadditional fermentation step is probably necessary for com-plete degradation  Recently Barclay et al  and Egli used whole wheat, whole rye or whole buckwheat assources of phytase to degrade phytic acid in complementaryfoods based on wheat/soy, millet/cow pea and rice/chickpea Itwas possible to degrade phytic acid completely in 1 to 2 h byholding the mixture in aqueous solution at the optimum pHand temperature of the phytaseTo summarize, the main technical barriers to successful ironfortication are as follows: 1) nding an absorbable iron com-pound that can be added to the selected food without causingunwanted sensory changes; and 2) overcoming inhibitors ofiron absorption in the food vehicle itself or in the diet withwhich the fortied food is consumed",,"wheat, millet, rice",,inhibit,0
11934245.pdf," Inter-actions  of  selenium  with  other  minerals  is  important  because  there  isexperimental evidence that selenium can reduce the hypertensive effect ofcadmium and mercury The  association  of  selenium  to  cardiovascular  disease  was  docu-mented by Keshan disease, an endemic cardiomyopathy caused by a lowerselenium content in a diet of maize and rice grown in areas of Japan This metalloid has been characterized as having three faces, with reportsof a progressive fall, a considerable rise, and no change in blood pressure This confusion might be explained by the fact that very minutedoses of selenium compounds have no effect on blood pressure, whereaslarger  doses  produce  a  fall  in  pressure,  although  a  rise  in  pressure  isinduced with potasium selenocyanate Conversely,  Tuomilehto   found  that  low  dietary  intake  of  sele-nium  raised  blood  pressure",,"maize, rice",raise,,0
11982437.pdf,"  indicate thatphytates can be one of the factors in foods responsible for theinhibition of iron, zinc, and calcium absorption and that mineralavailability can mainly be increased after degradation of inositolhexa- and pentaphosphatesThe CF was not analyzed for provitamin A content Mangoeswere added at a 77% level  in the processed CF Assuming that mangoes 82% moisture content)contain on average 201 g and kidney beans 10",moisture,beans,,inhibit,0
11983823.pdf," Those resultssuggested that propionate acts by a similar mechanism in obeseand lean rats by specically inhibiting the cholesterogenic andlipogenic effects of acetate reaching the liver  The rele-vance of the anticholesterogenic effect of propionate comingfrom NDG fermentation in obese rats in vivo is supported bythe fact that propionate instillation in hind gut decreased thehepatic cholesterol pool  One interesting approach wouldbe to analyze in parallel not only TAG but also cholesterolmetabolism in the liver of obese Zucker rats treated withfructan However, in a previous study, fructan treatment didnot modify portal or peripheral total serum cholesterol con-centration in obese rats  and we have observed that thehepatic concentration of total cholesterol in obese Zucker ratsis much less than that of lean rats whatever the treatmentThe interaction between carbohydrate fermentation pat-tern and lipid metabolism has also been proposed for severalfermentable bers, such as class 2 resistant starches  andwhole ours from oats, rice, barley or wheat ",carbohydrate,"barley, wheat, rice",,inhibit,0
12019995.pdf," Moreover, such stil-benes as 4,4-diisothiocyanostilbene-2,2-disulfonicacid , inhibit the transport of such cations asNa , Ca  , as well as theenzyme carbonic anhydrase The demonstration that stilbenes are inhibitors ofanion transport, cation transport, and carbonic anhy-drase activity led me to investigate whether knowninhibitors could act as viral enhancers Here I amreporting on the effects of inhibitors of anion trans-port, cation transport, and carbonic anhydrase activityon the activity of the gypsy moth, Lymantria dispar, nucleopolyhedrovirus Materials and MethodsInsects and Virus Inocula The New Jersey strain ofLymantria dispar   was used and insects werereared on a wheat germ-based diet ",,"moth, wheat",enhance,inhibit,0
12020386.pdf,"KeywordsIronInfantsYoung childrenDietFerritinNew ZealandSub-optimal iron status often occurs during the rst twoyears of life as young children change from a predomi-nantly milk-based diet to one based on solid foods Duringthis time, iron requirements for growth are high and foetaliron stores are depleted1 After about six months of age,full-term infants can no longer meet their requirementsfrom breast milk or unfortied cows milk alone becauseof the low iron content of milk1 As a result, sources of ironfrom non-milk foods and iron-fortied products play animportant role in maintaining optimal iron status1When selecting complementary foods, the amount ofiron,its form , and intakes ofenhancers and inhibitors of dietary iron absorption areIntakes of meat, a highlyimportant considerations",,"meat, milk",,inhibit,1
12030276.pdf," They speci cally code for key-carotene synthesis The grain of the trans-enzymes ofgenic rice has a light golden-yellow color because of its-carotene content This golden rice particularly offersanother food product to improve nutrition for the billionsof people in developing countries where vitamin Ade ciency is prevalent23 and where rice is a majordietary staple-carotene in tomato LikeTomato fruit and its productsjuices, soups, andsaucesare the major dietary sources of-carotene andthe principle sources of lycopene, an immediate precur-sor of-carotene, lycopenehas received heightened attention in light of recent re-search demonstrating an association between tomatoconsumption and improvement of human health, forexample, reducing the risk of certain cancers",,"rice, tomato",heighten,,1
12097658.pdf,"However, peptide hormones such as epidermal growth factorand insulin-like growth factor-1 can activate the ER in theabsence of E2, pointing to alternative intracellular signalingcascades in ER activation  Indeed, the mitogen-acti-vated protein kinase  pathway is required for fullactivation of the ER- by E2 Flavone, apigenin, kaempferide and chalcone are all com-pounds that belong to the avonoid class of phytochemicalsand can be found in large quantities in such fruits, vegetablesand crop species as apples, onions and tea leaves  Apige-nin and chalcone in particular can be found in large amountsin chamomile and licorice root, respectively  We pre-viously demonstrated that certain phytochemicals such as a-vone, apigenin, kaempferide and chalcone exhibit strong an-tiestrogenic activity by demonstrating their ability to inhibitboth E2-mediated gene transcription and MCF-7 cell prolifer-ation ",protein,apples,,inhibit,0
12097664.pdf,Infant pigs fed a meal of cooked high amylose cornstarch or digestible rice starch had signi-cantly greater apparent absorptions of calcium and iron afterthe meal with the RS ; no differences between the starchsources were observed for phosphorus or zinc absorption Ratsfed the raw potato starch  had signicantly higherapparent absorptions of calcium and magnesium than did ratsfed the standard starch Lopez et al  fed rats adapted to adigestible wheat starch  diet or a diet containingRS  for 3 wk The mineral retention was reported to besignicantly enhanced  after the diet with RS compared with those thatconsumed digestible wheat alone,,"potato, wheat, rice",enhance,,1
12177495.pdf," This apparent I50 value could be lower ifg mLless protein is used in the assay because Sagara andInesi  reported that the thapsigargin concentra-tion dependence of Ca2transport inhibition is anapparent function of the concentration of protein inthe reaction mixture To our knowledge, this is thefirst report of a plant Ca2pump inhibited by lown-anomolar concentrations of this compound Otherstudies in plants had shown no effect of thapsigarginon Ca2pumps , or an effect athigh concentrations that are nonselective  In the animal Golgi apparatus mem-Figure 7 A thapsigargin-sensitive Ca2 pump is present in Golgi-enriched cauliflower subcellular fractions",protein,cauliflower,,inhibit,0
12495463.pdf,"The precise mechanisms by which lactic acid bacteriamay inhibit colon cancer are presently unknown However,such mechanisms mightinclude: enhancing the hostsimmuneresponse; binding and degrading potentialcarcinogens; quantitative and/or qualitative alterations inthe intestinal microora incriminated in producing putativecarcinogen and promoters ; producing anti-tumourigenic or anti-mutageniccompounds in the colon; alteration ofthe metabolicactivities of intestinal microora; alteration of physico-chemical conditions in the colon; and effects on thephysiology of the hostEpidemiological studies regarding the effect of milk anddairy products on colorectal cancer incidence provideconicting results Some studies report a negative associ-ation between consumption of dairy products and diseaseincidence, whereas others report no or even a positiveassociation One reason for this discrepancy in the epi-demiological observations may lie in the fact that somedairy products, such as cheese and cream, contain largeamounts of animal fat, which is considered a risk factorby some for colorectal cancer",fat,"milk, cheese",,inhibit,0
